Level	Date and Time	Source	Event ID	Task Category
Information	8/28/2022 4:38:17 PM	Microsoft-Windows-UserPnp	20003	(7005)	Driver Management has concluded the process to add Service LSI_SAS for Device Instance ID PCI\VEN_1000&DEV_0054&SUBSYS_80001000&REV_00\3&267A616A&0&B0 with the following status: 0.
Information	8/28/2022 4:38:17 PM	Microsoft-Windows-UserPnp	20001	(7005)	Driver Management concluded the process to install driver FileRepository\battery.inf_amd64_neutral_cb8fa151a7b7cb80\battery.inf for Device Instance ID ACPI\ACPI0003\0 with the following status: 0x0.
Information	8/28/2022 4:38:16 PM	Microsoft-Windows-UserPnp	20003	(7005)	Driver Management has concluded the process to add Service CmBatt for Device Instance ID ACPI\ACPI0003\0 with the following status: 0.
Information	8/28/2022 4:38:16 PM	Microsoft-Windows-UserPnp	20001	(7005)	Driver Management concluded the process to install driver FileRepository\machine.inf_amd64_neutral_a2f120466549d68b\machine.inf for Device Instance ID PCI\VEN_8086&DEV_1237&SUBSYS_00000000&REV_02\3&267A616A&0&00 with the following status: 0x0.
Information	8/28/2022 4:38:16 PM	Microsoft-Windows-UserPnp	20001	(7005)	Driver Management concluded the process to install driver FileRepository\nete1g3e.inf_amd64_neutral_7f08406e40c6ede2\nete1g3e.inf for Device Instance ID PCI\VEN_8086&DEV_100F&SUBSYS_075015AD&REV_02\3&267A616A&0&88 with the following status: 0x0.
Information	8/28/2022 4:38:15 PM	Microsoft-Windows-UserPnp	20003	(7005)	Driver Management has concluded the process to add Service E1G60 for Device Instance ID PCI\VEN_8086&DEV_100F&SUBSYS_075015AD&REV_02\3&267A616A&0&88 with the following status: 0.
Information	8/28/2022 4:38:15 PM	Microsoft-Windows-UserPnp	20001	(7005)	Driver Management concluded the process to install driver FileRepository\display.inf_amd64_neutral_ea1c8215e52777a6\display.inf for Device Instance ID PCI\VEN_80EE&DEV_BEEF&SUBSYS_00000000&REV_00\3&267A616A&0&10 with the following status: 0x0.
Information	8/28/2022 4:38:15 PM	Microsoft-Windows-UserPnp	20003	(7005)	Driver Management has concluded the process to add Service vga for Device Instance ID PCI\VEN_80EE&DEV_BEEF&SUBSYS_00000000&REV_00\3&267A616A&0&10 with the following status: 0.
Information	8/28/2022 4:38:14 PM	Microsoft-Windows-UserPnp	20001	(7005)	Driver Management concluded the process to install driver FileRepository\volume.inf_amd64_neutral_df8bea40ac96ca21\volume.inf for Device Instance ID STORAGE\VOLUME\{71FE852E-272A-11ED-83B8-806E6F6E6963}#0000000000100000 with the following status: 0x0.
Information	8/28/2022 4:38:14 PM	Microsoft-Windows-UserPnp	20003	(7005)	Driver Management has concluded the process to add Service volsnap for Device Instance ID STORAGE\VOLUME\{71FE852E-272A-11ED-83B8-806E6F6E6963}#0000000000100000 with the following status: 0.
Information	8/28/2022 4:38:12 PM	Microsoft-Windows-UserPnp	20001	(7005)	Driver Management concluded the process to install driver FileRepository\machine.inf_amd64_neutral_a2f120466549d68b\machine.inf for Device Instance ID ACPI\PNP0A03\0 with the following status: 0x0.
Information	8/28/2022 4:38:11 PM	Microsoft-Windows-UserPnp	20003	(7005)	Driver Management has concluded the process to add Service pci for Device Instance ID ACPI\PNP0A03\0 with the following status: 0.
Information	8/28/2022 4:38:11 PM	Service Control Manager	7036	None	The Remote Desktop Configuration service entered the running state.
Information	8/28/2022 4:38:11 PM	Service Control Manager	7036	None	The IPsec Policy Agent service entered the running state.
Information	8/28/2022 4:38:11 PM	Service Control Manager	7036	None	The Certificate Propagation service entered the running state.
Information	8/28/2022 4:38:11 PM	Service Control Manager	7036	None	The Remote Desktop Services UserMode Port Redirector service entered the running state.
Information	8/28/2022 4:38:10 PM	Service Control Manager	7036	None	The Portable Device Enumerator Service service entered the running state.
Information	8/28/2022 4:38:09 PM	Service Control Manager	7036	None	The Application Experience service entered the running state.
Information	8/28/2022 4:38:09 PM	Service Control Manager	7036	None	The Software Protection service entered the running state.
Information	8/28/2022 4:38:09 PM	Service Control Manager	7036	None	The Network List Service service entered the running state.
Error	8/28/2022 4:38:07 PM	Service Control Manager	7026	None	"The following boot-start or system-start driver(s) failed to load: 
cdrom
vmhgfs"
Information	8/28/2022 4:38:07 PM	Service Control Manager	7036	None	The wampmysqld service entered the running state.
Information	8/28/2022 4:38:08 PM	SNMP	1001	None	The SNMP Service has started successfully.
Information	8/28/2022 4:38:06 PM	Service Control Manager	7036	None	The Server service entered the running state.
Information	8/28/2022 4:38:06 PM	Service Control Manager	7036	None	The wampapache service entered the running state.
Information	8/28/2022 4:38:06 PM	Service Control Manager	7036	None	The Windows Remote Management (WS-Management) service entered the running state.
Information	8/28/2022 4:38:06 PM	Service Control Manager	7036	None	The World Wide Web Publishing Service service entered the running state.
Information	8/28/2022 4:38:06 PM	Service Control Manager	7036	None	The IP Helper service entered the running state.
Information	8/28/2022 4:38:06 PM	Service Control Manager	7036	None	The Windows Process Activation Service service entered the running state.
Information	8/28/2022 4:38:05 PM	Service Control Manager	7036	None	The Windows Management Instrumentation service entered the running state.
Information	8/28/2022 4:38:05 PM	Service Control Manager	7036	None	The Windows Licensing Monitoring Service service entered the running state.
Information	8/28/2022 4:38:05 PM	Service Control Manager	7036	None	The OpenSSH Server service entered the running state.
Information	8/28/2022 4:38:05 PM	Service Control Manager	7036	None	The Remote Desktop Services service entered the running state.
Information	8/28/2022 4:38:05 PM	Service Control Manager	7036	None	The Distributed Link Tracking Client service entered the running state.
Information	8/28/2022 4:38:05 PM	Service Control Manager	7036	None	The MEDC Server Component - Apache service entered the running state.
Information	8/28/2022 4:38:05 PM	Service Control Manager	7036	None	The ManageEngine Desktop Central Server service entered the running state.
Information	8/28/2022 4:38:05 PM	Service Control Manager	7036	None	The SNMP Service service entered the running state.
Information	8/28/2022 4:38:06 PM	Microsoft-Windows-WinRM	10121	None	"The WinRM service has been configured to accept basic authentication for unsecure HTTP connections. 

 This is not a secure configuration. 

 User Action 
 Set AllowUnencrypted to False in WinRM configuration to ensure packets are encrypted on the wire."
Information	8/28/2022 4:38:06 PM	Microsoft-Windows-WinRM	10148	None	"The WinRM service is listening for WS-Management requests. 

 User Action 
 Use the following command to see the specific IPs on which WinRM is listening: 

 winrm enumerate winrm/config/listener"
Error	8/28/2022 4:38:05 PM	SNMP	1500	None	The SNMP Service encountered an error while accessing the registry key SYSTEM\CurrentControlSet\Services\SNMP\Parameters\TrapConfiguration.
Information	8/28/2022 4:38:04 PM	Service Control Manager	7036	None	The Remote Registry service entered the running state.
Information	8/28/2022 4:38:03 PM	Service Control Manager	7036	None	The Network Location Awareness service entered the running state.
Information	8/28/2022 4:38:01 PM	Service Control Manager	7036	None	The Elasticsearch 1.1.1 (elasticsearch-service-x64) service entered the running state.
Information	8/28/2022 4:38:00 PM	Service Control Manager	7036	None	The jmx service entered the running state.
Information	8/28/2022 4:38:00 PM	Service Control Manager	7036	None	The MEDC Server Component - Notification Server service entered the running state.
Information	8/28/2022 4:38:00 PM	Service Control Manager	7036	None	The jenkins service entered the running state.
Information	8/28/2022 4:37:59 PM	Service Control Manager	7036	None	The domain1 GlassFish Server service entered the running state.
Information	8/28/2022 4:37:59 PM	Service Control Manager	7036	None	The IKE and AuthIP IPsec Keying Modules service entered the running state.
Information	8/28/2022 4:37:59 PM	Service Control Manager	7036	None	The Microsoft FTP Service service entered the running state.
Information	8/28/2022 4:37:59 PM	Service Control Manager	7036	None	The Application Host Helper Service service entered the running state.
Information	8/28/2022 4:37:59 PM	Service Control Manager	7036	None	The Cryptographic Services service entered the running state.
Information	8/28/2022 4:37:59 PM	Service Control Manager	7036	None	The Print Spooler service entered the running state.
Information	8/28/2022 4:37:59 PM	Service Control Manager	7036	None	The Security Accounts Manager service entered the running state.
Information	8/28/2022 4:37:59 PM	Service Control Manager	7036	None	The Workstation service entered the running state.
Information	8/28/2022 4:37:59 PM	Service Control Manager	7036	None	The Windows Firewall service entered the running state.
Information	8/28/2022 4:37:59 PM	Service Control Manager	7036	None	The Base Filtering Engine service entered the running state.
Information	8/28/2022 4:37:59 PM	Service Control Manager	7036	None	The Task Scheduler service entered the running state.
Information	8/28/2022 4:37:59 PM	Service Control Manager	7036	None	The Shell Hardware Detection service entered the stopped state.
Information	8/28/2022 4:37:59 PM	Service Control Manager	7036	None	The Shell Hardware Detection service entered the running state.
Information	8/28/2022 4:37:59 PM	Service Control Manager	7036	None	The DNS Client service entered the running state.
Information	8/28/2022 4:37:59 PM	Service Control Manager	7036	None	The DHCP Client service entered the running state.
Information	8/28/2022 4:37:59 PM	Microsoft-Windows-DHCPv6-Client	51046	Service State Event	DHCPv6 client service is started
Information	8/28/2022 4:37:59 PM	Service Control Manager	7036	None	The TCP/IP NetBIOS Helper service entered the running state.
Information	8/28/2022 4:37:59 PM	Microsoft-Windows-Dhcp-Client	50036	Service State Event	DHCPv4 client service is started
Information	8/28/2022 4:37:59 PM	Service Control Manager	7036	None	The Network Store Interface Service service entered the running state.
Information	8/28/2022 4:37:59 PM	Service Control Manager	7036	None	The Desktop Window Manager Session Manager service entered the running state.
Information	8/28/2022 4:37:59 PM	Service Control Manager	7036	None	The System Event Notification Service service entered the running state.
Information	8/28/2022 4:37:59 PM	Service Control Manager	7036	None	The COM+ Event System service entered the running state.
Information	8/28/2022 4:37:59 PM	Service Control Manager	7036	None	The User Profile Service service entered the running state.
Information	8/28/2022 4:37:59 PM	Service Control Manager	7036	None	The Group Policy Client service entered the running state.
Information	8/28/2022 4:37:59 PM	Service Control Manager	7036	None	The Windows Event Log service entered the running state.
Information	8/28/2022 4:37:59 PM	Service Control Manager	7036	None	The Remote Procedure Call (RPC) service entered the running state.
Information	8/28/2022 4:37:59 PM	Service Control Manager	7036	None	The RPC Endpoint Mapper service entered the running state.
Information	8/28/2022 4:37:59 PM	Service Control Manager	7036	None	The DCOM Server Process Launcher service entered the running state.
Information	8/28/2022 4:37:59 PM	Microsoft-Windows-FilterManager	6	None	File System Filter 'luafv' (6.1, ‎2009‎-‎07‎-‎13T16:26:13.000000000Z) has successfully loaded and registered with Filter Manager.
Information	8/28/2022 4:37:59 PM	Service Control Manager	7036	None	The Power service entered the running state.
Information	8/28/2022 4:37:59 PM	Microsoft-Windows-UserPnp	20010	(7010)	"One or more of the Plug and Play service's subsystems has changed state. 

PlugPlay install subsystem enabled: 'true' 
PlugPlay caching subsystem enabled: 'true' 
"
Information	8/28/2022 4:37:59 PM	Service Control Manager	7036	None	The Plug and Play service entered the running state.
Information	8/28/2022 4:37:58 PM	Microsoft-Windows-Kernel-Processor-Power	26	(4)	"Processor 1 in group 0 exposes the following:

1 idle state(s)
0 performance state(s)
0 throttle state(s)"
Information	8/28/2022 4:37:58 PM	Microsoft-Windows-Kernel-Processor-Power	26	(4)	"Processor 0 in group 0 exposes the following:

1 idle state(s)
0 performance state(s)
0 throttle state(s)"
Information	8/28/2022 4:37:44 PM	Microsoft-Windows-Kernel-General	12	None	The operating system started at system time ‎2022‎-‎08‎-‎28T23:37:44.484375000Z.
Information	8/27/2022 2:56:57 PM	Microsoft-Windows-Kernel-General	13	None	The operating system is shutting down at system time ‎2022‎-‎08‎-‎27T21:56:57.281250000Z.
Information	8/27/2022 2:56:57 PM	Microsoft-Windows-Kernel-Power	109	(103)	The kernel power manager has initiated a shutdown transition.
Information	8/27/2022 2:56:56 PM	Service Control Manager	7036	None	The MEDC Server Component - Apache service entered the stopped state.
Information	8/27/2022 2:56:56 PM	Service Control Manager	7036	None	The domain1 GlassFish Server service entered the stopped state.
Information	8/27/2022 2:56:56 PM	Service Control Manager	7036	None	The Windows Process Activation Service service entered the stopped state.
Information	8/27/2022 2:56:55 PM	Service Control Manager	7036	None	The Microsoft FTP Service service entered the stopped state.
Information	8/27/2022 2:56:55 PM	Service Control Manager	7036	None	The wampmysqld service entered the stopped state.
Information	8/27/2022 2:56:55 PM	Service Control Manager	7036	None	The jmx service entered the stopped state.
Information	8/27/2022 2:56:55 PM	Service Control Manager	7036	None	The Windows Remote Management (WS-Management) service entered the stopped state.
Information	8/27/2022 2:56:55 PM	Service Control Manager	7036	None	The Plug and Play service entered the stopped state.
Information	8/27/2022 2:56:55 PM	Microsoft-Windows-UserPnp	20010	(7010)	"One or more of the Plug and Play service's subsystems has changed state. 

PlugPlay install subsystem enabled: 'false' 
PlugPlay caching subsystem enabled: 'false' 
"
Information	8/28/2022 4:37:59 PM	EventLog	6013	None	The system uptime is 14 seconds.
Information	8/28/2022 4:37:59 PM	EventLog	6005	None	The Event log service was started.
Information	8/28/2022 4:37:59 PM	EventLog	6009	None	Microsoft (R) Windows (R) 6.01. 7601 Service Pack 1 Multiprocessor Free.
Information	8/27/2022 2:56:55 PM	Service Control Manager	7036	None	The Remote Desktop Services service entered the stopped state.
Information	8/27/2022 2:56:55 PM	Service Control Manager	7036	None	The jenkins service entered the stopped state.
Information	8/27/2022 2:56:55 PM	Service Control Manager	7036	None	The Software Protection service entered the stopped state.
Information	8/27/2022 2:56:55 PM	Service Control Manager	7036	None	The Windows Licensing Monitoring Service service entered the stopped state.
Information	8/27/2022 2:56:55 PM	Service Control Manager	7036	None	The Windows Management Instrumentation service entered the stopped state.
Information	8/27/2022 2:56:55 PM	Service Control Manager	7036	None	The Distributed Link Tracking Client service entered the stopped state.
Information	8/27/2022 2:56:54 PM	Service Control Manager	7036	None	The IPsec Policy Agent service entered the stopped state.
Information	8/27/2022 2:56:54 PM	Service Control Manager	7036	None	The Desktop Window Manager Session Manager service entered the stopped state.
Information	8/27/2022 2:56:54 PM	Service Control Manager	7036	None	The World Wide Web Publishing Service service entered the stopped state.
Information	8/27/2022 2:56:54 PM	Service Control Manager	7036	None	The Remote Desktop Services UserMode Port Redirector service entered the stopped state.
Information	8/27/2022 2:56:54 PM	Service Control Manager	7036	None	The User Profile Service service entered the stopped state.
Information	8/27/2022 2:56:54 PM	Service Control Manager	7036	None	The Power service entered the stopped state.
Information	8/27/2022 2:56:54 PM	Service Control Manager	7036	None	The Distributed Transaction Coordinator service entered the stopped state.
Information	8/27/2022 2:56:54 PM	Service Control Manager	7036	None	The MEDC Server Component - Notification Server service entered the stopped state.
Information	8/27/2022 2:56:54 PM	Service Control Manager	7036	None	The Application Host Helper Service service entered the stopped state.
Information	8/27/2022 2:56:54 PM	Service Control Manager	7036	None	The Windows Event Log service entered the stopped state.
Information	8/27/2022 2:56:54 PM	Service Control Manager	7036	None	The Diagnostic Policy Service service entered the stopped state.
Information	8/27/2022 2:56:54 PM	Service Control Manager	7036	None	The Cryptographic Services service entered the stopped state.
Information	8/27/2022 2:56:54 PM	Service Control Manager	7036	None	The IKE and AuthIP IPsec Keying Modules service entered the stopped state.
Information	8/27/2022 2:56:54 PM	Service Control Manager	7036	None	The Certificate Propagation service entered the stopped state.
Information	8/27/2022 2:56:54 PM	Service Control Manager	7036	None	The Diagnostic System Host service entered the stopped state.
Information	8/27/2022 2:56:54 PM	Service Control Manager	7036	None	The DHCP Client service entered the stopped state.
Information	8/27/2022 2:56:54 PM	Microsoft-Windows-Dhcp-Client	50037	Service State Event	DHCPv4 client service is stopped. ShutDown Flag value is 1
Information	8/27/2022 2:56:54 PM	Microsoft-Windows-DHCPv6-Client	51047	Service State Event	DHCPv6 client service is stopped. ShutDown Flag value is 1
Information	8/27/2022 2:56:54 PM	Service Control Manager	7036	None	The Windows Font Cache Service service entered the stopped state.
Information	8/27/2022 2:56:54 PM	EventLog	6006	None	The Event log service was stopped.
Information	8/27/2022 2:56:50 PM	Service Control Manager	7036	None	The ManageEngine Desktop Central Server service entered the stopped state.
Information	8/27/2022 2:56:49 PM	Service Control Manager	7036	None	The Windows Error Reporting Service service entered the running state.
Information	8/27/2022 2:56:48 PM	Service Control Manager	7036	None	The Elasticsearch 1.1.1 (elasticsearch-service-x64) service entered the stopped state.
Information	8/27/2022 2:56:48 PM	Service Control Manager	7036	None	The Group Policy Client service entered the stopped state.
Information	8/27/2022 2:56:48 PM	Service Control Manager	7036	None	The Windows Update service entered the stopped state.
Information	8/27/2022 2:56:48 PM	Microsoft-Windows-Winlogon	7002	(1102)	User Logoff Notification for Customer Experience Improvement Program
Information	8/27/2022 2:56:48 PM	USER32	1074	None	"The process C:\Windows\system32\winlogon.exe (METASPLOITABLE3) has initiated the power off of computer METASPLOITABLE3 on behalf of user METASPLOITABLE3\vagrant for the following reason: No title for this reason could be found
 Reason Code: 0x500ff
 Shutdown Type: power off
 Comment: "
Information	8/27/2022 2:56:47 PM	USER32	1074	None	"The process Explorer.EXE has initiated the shutdown of computer METASPLOITABLE3 on behalf of user METASPLOITABLE3\vagrant for the following reason: Other (Planned)
 Reason Code: 0x85000000
 Shutdown Type: shutdown
 Comment: /"
Information	8/27/2022 2:55:55 PM	Service Control Manager	7036	None	The Windows Update service entered the running state.
Information	8/27/2022 2:55:54 PM	Service Control Manager	7036	None	The SNMP Trap service entered the running state.
Information	8/27/2022 2:55:54 PM	Service Control Manager	7036	None	The Distributed Transaction Coordinator service entered the running state.
Information	8/27/2022 2:55:54 PM	Service Control Manager	7036	None	The Windows Font Cache Service service entered the running state.
Information	8/27/2022 2:55:54 PM	Service Control Manager	7036	None	The Diagnostic System Host service entered the running state.
Information	8/27/2022 2:55:54 PM	Service Control Manager	7036	None	The Diagnostic Policy Service service entered the running state.
Information	8/27/2022 2:55:54 PM	Service Control Manager	7036	None	The Microsoft .NET Framework NGEN v4.0.30319_X64 service entered the stopped state.
Information	8/27/2022 2:55:54 PM	Service Control Manager	7036	None	The Microsoft .NET Framework NGEN v4.0.30319_X64 service entered the running state.
Information	8/27/2022 2:55:54 PM	Service Control Manager	7036	None	The Microsoft .NET Framework NGEN v4.0.30319_X86 service entered the stopped state.
Information	8/27/2022 2:55:54 PM	Service Control Manager	7036	None	The Microsoft .NET Framework NGEN v4.0.30319_X86 service entered the running state.
Information	8/27/2022 2:55:54 PM	Service Control Manager	7036	None	The Portable Device Enumerator Service service entered the stopped state.
Information	8/27/2022 2:55:54 PM	Service Control Manager	7036	None	The Background Intelligent Transfer Service service entered the running state.
Warning	8/27/2022 2:54:52 PM	USER32	1076	None	"The reason supplied by user METASPLOITABLE3\vagrant for the last unexpected shutdown of this computer is: Other (Unplanned)
 Reason Code: 0xa000000
 Problem ID: rebootq
 Bugcheck String: 
 Comment: no reason
"
Information	8/27/2022 2:54:36 PM	Service Control Manager	7036	None	The Network Connections service entered the running state.
Information	8/27/2022 2:54:20 PM	Microsoft-Windows-Winlogon	7001	(1101)	User Logon Notification for Customer Experience Improvement Program
Information	8/27/2022 2:54:07 PM	Microsoft-Windows-Iphlpsvc	4200	None	Isatap interface isatap.localdomain with address fe80::5efe:172.16.111.134 has been brought up.
Warning	8/27/2022 2:54:00 PM	Microsoft-Windows-DNS-Client	1014	None	Name resolution for the name isatap.localdomain timed out after none of the configured DNS servers responded.
Information	8/27/2022 2:53:55 PM	Service Control Manager	7036	None	The Remote Desktop Configuration service entered the running state.
Information	8/27/2022 2:53:55 PM	SNMP	1001	None	The SNMP Service has started successfully.
Information	8/27/2022 2:53:54 PM	Service Control Manager	7036	None	The IPsec Policy Agent service entered the running state.
Information	8/27/2022 2:53:54 PM	Service Control Manager	7036	None	The WinHTTP Web Proxy Auto-Discovery Service service entered the running state.
Information	8/27/2022 2:53:54 PM	Service Control Manager	7036	None	The Certificate Propagation service entered the running state.
Information	8/27/2022 2:53:54 PM	Service Control Manager	7036	None	The Remote Desktop Services UserMode Port Redirector service entered the running state.
Information	8/27/2022 2:53:54 PM	Service Control Manager	7036	None	The Portable Device Enumerator Service service entered the running state.
Information	8/27/2022 2:53:54 PM	Service Control Manager	7036	None	The Software Protection service entered the running state.
Information	8/27/2022 2:53:54 PM	Service Control Manager	7036	None	The Application Experience service entered the running state.
Information	8/27/2022 2:53:54 PM	Service Control Manager	7036	None	The Network List Service service entered the running state.
Error	8/27/2022 2:53:54 PM	Service Control Manager	7026	None	"The following boot-start or system-start driver(s) failed to load: 
vmhgfs"
Information	8/27/2022 2:53:54 PM	Service Control Manager	7036	None	The wampmysqld service entered the running state.
Information	8/27/2022 2:53:53 PM	Service Control Manager	7036	None	The OpenSSH Server service entered the running state.
Information	8/27/2022 2:53:53 PM	Service Control Manager	7036	None	The ManageEngine Desktop Central Server service entered the running state.
Information	8/27/2022 2:53:53 PM	Service Control Manager	7036	None	The Server service entered the running state.
Information	8/27/2022 2:53:52 PM	Service Control Manager	7036	None	The Windows Remote Management (WS-Management) service entered the running state.
Information	8/27/2022 2:53:52 PM	Service Control Manager	7036	None	The World Wide Web Publishing Service service entered the running state.
Information	8/27/2022 2:53:52 PM	Service Control Manager	7036	None	The Windows Process Activation Service service entered the running state.
Information	8/27/2022 2:53:52 PM	Service Control Manager	7036	None	The wampapache service entered the running state.
Information	8/27/2022 2:53:52 PM	Service Control Manager	7036	None	The IP Helper service entered the running state.
Information	8/27/2022 2:53:52 PM	Service Control Manager	7036	None	The Windows Licensing Monitoring Service service entered the running state.
Information	8/27/2022 2:53:52 PM	Service Control Manager	7036	None	The Windows Management Instrumentation service entered the running state.
Information	8/27/2022 2:53:52 PM	Service Control Manager	7036	None	The Remote Desktop Services service entered the running state.
Information	8/27/2022 2:53:52 PM	Service Control Manager	7036	None	The Distributed Link Tracking Client service entered the running state.
Information	8/27/2022 2:53:52 PM	Service Control Manager	7036	None	The MEDC Server Component - Apache service entered the running state.
Information	8/27/2022 2:53:52 PM	Service Control Manager	7036	None	The SNMP Service service entered the running state.
Information	8/27/2022 2:53:52 PM	Service Control Manager	7036	None	The Remote Registry service entered the running state.
Information	8/27/2022 2:53:51 PM	Service Control Manager	7036	None	The Network Location Awareness service entered the running state.
Information	8/27/2022 2:53:52 PM	Microsoft-Windows-WinRM	10121	None	"The WinRM service has been configured to accept basic authentication for unsecure HTTP connections. 

 This is not a secure configuration. 

 User Action 
 Set AllowUnencrypted to False in WinRM configuration to ensure packets are encrypted on the wire."
Information	8/27/2022 2:53:52 PM	Microsoft-Windows-WinRM	10148	None	"The WinRM service is listening for WS-Management requests. 

 User Action 
 Use the following command to see the specific IPs on which WinRM is listening: 

 winrm enumerate winrm/config/listener"
Error	8/27/2022 2:53:52 PM	SNMP	1500	None	The SNMP Service encountered an error while accessing the registry key SYSTEM\CurrentControlSet\Services\SNMP\Parameters\TrapConfiguration.
Information	8/27/2022 2:53:48 PM	Service Control Manager	7036	None	The MEDC Server Component - Notification Server service entered the running state.
Information	8/27/2022 2:53:48 PM	Service Control Manager	7036	None	The jmx service entered the running state.
Information	8/27/2022 2:53:47 PM	Service Control Manager	7036	None	The Elasticsearch 1.1.1 (elasticsearch-service-x64) service entered the running state.
Information	8/27/2022 2:53:46 PM	Service Control Manager	7036	None	The jenkins service entered the running state.
Information	8/27/2022 2:53:46 PM	Service Control Manager	7036	None	The IKE and AuthIP IPsec Keying Modules service entered the running state.
Information	8/27/2022 2:53:46 PM	Service Control Manager	7036	None	The Microsoft FTP Service service entered the running state.
Information	8/27/2022 2:53:46 PM	Service Control Manager	7036	None	The domain1 GlassFish Server service entered the running state.
Information	8/27/2022 2:53:46 PM	Service Control Manager	7036	None	The Application Host Helper Service service entered the running state.
Information	8/27/2022 2:53:46 PM	Service Control Manager	7036	None	The Cryptographic Services service entered the running state.
Information	8/27/2022 2:53:46 PM	Service Control Manager	7036	None	The Print Spooler service entered the running state.
Information	8/27/2022 2:53:46 PM	Service Control Manager	7036	None	The Security Accounts Manager service entered the running state.
Information	8/27/2022 2:53:46 PM	Service Control Manager	7036	None	The Workstation service entered the running state.
Information	8/27/2022 2:53:46 PM	Service Control Manager	7036	None	The Windows Firewall service entered the running state.
Information	8/27/2022 2:53:46 PM	Service Control Manager	7036	None	The Base Filtering Engine service entered the running state.
Information	8/27/2022 2:53:46 PM	Service Control Manager	7036	None	The Task Scheduler service entered the running state.
Information	8/27/2022 2:53:45 PM	Service Control Manager	7036	None	The Shell Hardware Detection service entered the running state.
Information	8/27/2022 2:53:45 PM	Service Control Manager	7036	None	The DNS Client service entered the running state.
Information	8/27/2022 2:53:45 PM	Service Control Manager	7036	None	The DHCP Client service entered the running state.
Information	8/27/2022 2:53:45 PM	Microsoft-Windows-DHCPv6-Client	51046	Service State Event	DHCPv6 client service is started
Information	8/27/2022 2:53:45 PM	Service Control Manager	7036	None	The TCP/IP NetBIOS Helper service entered the running state.
Information	8/27/2022 2:53:45 PM	Microsoft-Windows-Dhcp-Client	50036	Service State Event	DHCPv4 client service is started
Information	8/27/2022 2:53:45 PM	Service Control Manager	7036	None	The Network Store Interface Service service entered the running state.
Information	8/27/2022 2:53:45 PM	Service Control Manager	7036	None	The Desktop Window Manager Session Manager service entered the running state.
Information	8/27/2022 2:53:45 PM	Service Control Manager	7036	None	The System Event Notification Service service entered the running state.
Information	8/27/2022 2:53:45 PM	Service Control Manager	7036	None	The COM+ Event System service entered the running state.
Information	8/27/2022 2:53:45 PM	Service Control Manager	7036	None	The User Profile Service service entered the running state.
Information	8/27/2022 2:53:45 PM	Service Control Manager	7036	None	The Group Policy Client service entered the running state.
Information	8/27/2022 2:53:45 PM	Service Control Manager	7036	None	The Windows Event Log service entered the running state.
Information	8/27/2022 2:53:45 PM	Service Control Manager	7036	None	The Remote Procedure Call (RPC) service entered the running state.
Information	8/27/2022 2:53:45 PM	Service Control Manager	7036	None	The RPC Endpoint Mapper service entered the running state.
Information	8/27/2022 2:53:45 PM	Service Control Manager	7036	None	The DCOM Server Process Launcher service entered the running state.
Information	8/27/2022 2:53:45 PM	Microsoft-Windows-FilterManager	6	None	File System Filter 'luafv' (6.1, ‎2009‎-‎07‎-‎13T16:26:13.000000000Z) has successfully loaded and registered with Filter Manager.
Information	8/27/2022 2:53:45 PM	Service Control Manager	7036	None	The Power service entered the running state.
Information	8/27/2022 2:53:45 PM	Microsoft-Windows-UserPnp	20010	(7010)	"One or more of the Plug and Play service's subsystems has changed state. 

PlugPlay install subsystem enabled: 'true' 
PlugPlay caching subsystem enabled: 'true' 
"
Information	8/27/2022 2:53:45 PM	Service Control Manager	7036	None	The Plug and Play service entered the running state.
Information	8/27/2022 2:53:45 PM	Microsoft-Windows-Kernel-Processor-Power	26	(4)	"Processor 1 in group 0 exposes the following:

1 idle state(s)
0 performance state(s)
0 throttle state(s)"
Information	8/27/2022 2:53:45 PM	Microsoft-Windows-Kernel-Processor-Power	26	(4)	"Processor 0 in group 0 exposes the following:

1 idle state(s)
0 performance state(s)
0 throttle state(s)"
Information	8/27/2022 2:53:45 PM	EventLog	6013	None	The system uptime is 5 seconds.
Information	8/27/2022 2:53:45 PM	EventLog	6005	None	The Event log service was started.
Information	8/27/2022 2:53:45 PM	EventLog	6009	None	Microsoft (R) Windows (R) 6.01. 7601 Service Pack 1 Multiprocessor Free.
Error	8/27/2022 2:53:45 PM	EventLog	6008	None	The previous system shutdown at 2:52:40 PM on ‎8/‎27/‎2022 was unexpected.
Critical	8/27/2022 2:53:44 PM	Microsoft-Windows-Kernel-Power	41	(63)	The system has rebooted without cleanly shutting down first. This error could be caused if the system stopped responding, crashed, or lost power unexpectedly.
Information	8/27/2022 2:53:40 PM	Microsoft-Windows-Kernel-General	12	None	The operating system started at system time ‎2022‎-‎08‎-‎27T21:53:40.484375000Z.
Information	8/27/2022 2:50:34 PM	Service Control Manager	7040	None	The start type of the SNMP Trap service was changed from demand start to auto start.
Information	8/27/2022 2:50:25 PM	Service Control Manager	7036	None	The SNMP Trap service entered the running state.
Information	8/27/2022 2:49:52 PM	Service Control Manager	7040	None	The start type of the Remote Desktop Services service was changed from demand start to auto start.
Information	8/27/2022 2:47:56 PM	Service Control Manager	7036	None	The Windows Time service entered the stopped state.
